drug_a,drug_b,label
DB06152,DB01595,0
DB01069,DB06605,1
DB00846,DB12218,0
DB13174,DB01013,0
DB00685,DB01254,1
DB00184,DB03783,1
DB00289,DB01580,1
DB05109,DB12319,1
DB03756,DB04725,1
DB13174,DB00909,0
DB00240,DB00564,0
DB00619,DB00802,1
DB00199,DB00201,1
DB00173,DB01319,0
DB09244,DB05990,0
DB01254,DB04946,1
DB01708,DB11963,0
DB00636,DB01601,1
DB01192,DB07615,0
DB01403,DB00603,0
DB00559,DB12597,1
DB01075,DB06603,1
DB00872,DB09195,1
DB12235,DB00327,0
DB00914,DB11737,0
DB08901,DB11952,1
DB09274,DB00706,0
DB00250,DB01039,1
DB12278,DB01411,0
DB00437,DB00846,0
DB00945,DB11586,1
DB06702,DB09183,1
DB00273,DB00705,0
DB00949,DB08502,0
DB00545,DB06605,0
DB11951,DB01064,0
DB00240,DB01069,0
DB01050,DB12329,0
DB01152,DB01173,0
DB00353,DB01587,0
DB00495,DB01026,1
DB00678,DB04938,1
DB00907,DB01136,1
DB01167,DB09048,1
DB09039,DB00839,0
DB00956,DB00309,0
DB00176,DB08877,1
DB00503,DB01096,1
DB08875,DB01242,0
DB06201,DB01067,0
DB00530,DB00862,1
DB00586,DB08901,1
DB00779,DB09291,0
DB00927,DB01667,1
DB00814,DB11682,0
DB09244,DB05708,0
DB09288,DB11730,1
DB04855,DB12301,1
DB01544,DB02703,1
DB09195,DB04076,0
DB09083,DB02789,0
DB00531,DB11967,1
DB00477,DB01058,1
DB01232,DB09030,1
DB01577,DB11837,1
DB00983,DB11817,0
DB04076,DB04356,1
DB06702,DB00779,0
DB06595,DB00752,0
DB11679,DB12674,0
DB01079,DB11679,1
DB01217,DB12466,1
DB05812,DB11730,1
DB06700,DB09291,1
DB00288,DB00612,0
DB00580,DB12471,0
DB08798,DB00799,0
DB06626,DB12235,1
DB09185,DB12093,1
DB09061,DB09244,1
DB00841,DB00173,0
DB00678,DB11823,1
DB00288,DB00297,0
DB01242,DB04854,0
DB00669,DB09245,1
DB00933,DB04889,1
DB00914,DB08901,1
DB13878,DB05109,0
DB00731,DB04898,1
DB00439,DB00455,1
DB00414,DB00751,0
DB00377,DB04861,1
DB06144,DB00973,0
DB00952,DB03496,0
DB00586,DB00721,0
DB00499,DB01079,1
DB00194,DB01041,0
DB00252,DB09204,1
DB01018,DB04070,0
DB02134,DB01041,0
DB00866,DB00233,0
DB00977,DB02134,1
DB08912,DB09039,1
DB12466,DB00952,0
DB00787,DB09198,1
DB00695,DB01217,0
DB01054,DB01232,1
DB00679,DB09048,1
DB00213,DB00531,1
DB00374,DB01013,0
DB00482,DB00751,1
DB12941,DB01035,0
DB06212,DB00309,0
DB00911,DB01029,0
DB01054,DB12130,1
DB00580,DB11730,1
DB01171,DB03783,1
DB11691,DB06730,0
DB00361,DB01369,1
DB01406,DB11737,1
DB00843,DB00553,0
DB04855,DB06148,1
DB00118,DB06218,0
DB00494,DB01254,0
DB00557,DB00731,1
DB00655,DB04552,0
DB00598,DB01228,1
DB06693,DB01609,0
DB12301,DB00209,0
DB00983,DB00997,1
DB11952,DB12245,1
DB04840,DB01400,0
DB09063,DB01337,0
DB00590,DB01611,1
DB12978,DB01621,0
DB00289,DB00705,1
DB00317,DB09128,1
DB00186,DB00118,0
DB00195,DB09555,1
DB00668,DB12235,1
DB00608,DB09101,1
DB06152,DB00817,0
DB00395,DB06268,1
DB00439,DB00598,1
DB00582,DB04841,1
DB00312,DB00685,0
DB01087,DB06419,1
DB00599,DB01130,0
DB11751,DB12612,0
DB08882,DB09143,1
DB01200,DB00277,0
DB00857,DB01062,1
DB00910,DB00711,0
DB09049,DB12010,0
DB00367,DB00705,1
DB00425,DB09555,1
DB00818,DB01131,1
DB01104,DB02703,1
DB01136,DB01177,1
DB04652,DB06268,0
DB00947,DB00619,0
DB08899,DB01210,0
DB01067,DB05814,0
DB01396,DB04975,0
DB00270,DB08918,1
DB00297,DB00953,0
DB00270,DB09291,1
DB00557,DB01181,1
DB00195,DB05109,1
DB00757,DB01248,0
DB00471,DB00202,0
DB01029,DB00932,0
DB11682,DB06726,0
DB00392,DB06741,0
DB01357,DB06700,1
DB04855,DB09030,1
DB00531,DB01224,1
DB00593,DB04725,0
DB00338,DB09241,1
DB04920,DB06678,1
DB01177,DB04652,0
DB00334,DB12941,0
DB12267,DB00599,0
DB09274,DB01087,0
DB01236,DB01201,0
DB00699,DB04557,0
DB00619,DB01190,1
DB12543,DB12267,0
DB09185,DB00414,0
DB00877,DB00169,0
DB01263,DB01628,1
DB01028,DB03783,1
DB04832,DB08912,1
DB06203,DB11586,1
DB06712,DB09079,1
DB04975,DB00501,0
DB01129,DB09128,0
DB00836,DB01076,1
DB00307,DB00608,1
DB08875,DB09198,1
DB04844,DB06212,0
DB01396,DB08864,1
DB09095,DB05814,0
DB00496,DB08865,1
DB00863,DB01359,1
DB12010,DB00289,0
DB12141,DB00910,0
DB00220,DB00628,1
DB00918,DB11855,1
DB00622,DB06237,1
DB00494,DB01410,1
DB00904,DB01667,1
DB01075,DB09280,1
DB01194,DB00315,0
DB00188,DB06738,1
DB08860,DB06292,0
DB00976,DB01117,1
DB06201,DB08868,1
DB08895,DB12332,1
DB00173,DB13874,1
DB00738,DB01232,1
DB06777,DB00711,0
DB00315,DB00783,1
DB00227,DB00759,1
DB00787,DB01558,1
DB04844,DB06729,1
DB00489,DB01087,1
DB00377,DB00705,1
DB00250,DB06701,0
DB00279,DB00712,1
DB01211,DB00195,0
DB04840,DB12693,1
DB08502,DB09274,0
DB00956,DB01117,0
DB06729,DB11689,1
DB00335,DB01087,1
DB00700,DB06803,0
DB09327,DB08882,0
DB04844,DB04911,1
DB00238,DB08910,1
DB00465,DB11586,1
DB00501,DB01075,1
DB00255,DB01200,0
DB06817,DB01181,0
DB12713,DB00185,0
DB00330,DB00946,1
DB00554,DB09198,1
DB00700,DB12941,0
DB01067,DB12147,1
DB06419,DB00861,0
DB01238,DB09235,1
DB01062,DB08808,1
DB00675,DB08807,1
DB00250,DB12887,0
DB00528,DB11689,1
DB00343,DB09053,1
DB12612,DB00215,0
DB00934,DB01418,1
DB00706,DB00951,1
DB01303,DB00956,0
DB08875,DB00623,0
DB00559,DB01411,1
DB06335,DB06201,0
DB09099,DB00749,0
DB06781,DB01253,0
DB01026,DB11712,1
DB00784,DB09198,1
DB00243,DB01536,0
DB00794,DB09173,0
DB00351,DB00932,1
DB00240,DB06605,0
DB04794,DB01067,0
DB00495,DB01079,1
DB01069,DB12332,1
DB01039,DB09166,1
DB01242,DB13174,1
DB04855,DB01667,0
DB08864,DB08893,1
DB00186,DB01098,0
DB11823,DB04794,0
DB06725,DB12319,1
DB11967,DB06739,0
DB00234,DB00857,0
DB09185,DB11693,1
DB00841,DB00744,0
DB12371,DB12301,0
DB04938,DB12147,1
DB08895,DB00202,0
DB04854,DB04898,0
DB01047,DB00553,0
DB00783,DB06700,1
DB00465,DB06401,0
DB08933,DB00617,0
DB00976,DB06730,1
DB00317,DB00700,1
DB09063,DB00208,0
DB09095,DB00796,0
DB00448,DB06203,1
DB00678,DB01263,1
DB00730,DB08867,0
DB01214,DB00402,0
DB00482,DB00532,1
DB01076,DB04894,1
DB01058,DB11652,1
DB09185,DB09239,1
DB04856,DB12483,1
DB00997,DB01192,1
DB12471,DB06693,0
DB00176,DB00762,1
DB00443,DB00323,0
DB09090,DB08880,0
DB01012,DB01223,1
DB00998,DB11837,1
DB01087,DB05294,1
DB11817,DB08807,0
DB06777,DB00273,0
DB00976,DB00672,0
DB01175,DB13158,0
DB00264,DB06148,1
DB00622,DB00977,1
DB00469,DB12471,0
DB00208,DB00216,1
DB13878,DB01096,0
DB01166,DB01590,1
DB00455,DB00484,0
DB00983,DB09227,0
DB00489,DB00907,1
DB00356,DB01035,1
DB06695,DB01576,0
DB01394,DB01685,1
DB09213,DB00288,0
DB06605,DB09198,1
DB00912,DB08922,1
DB04829,DB09297,0
DB02703,DB00484,0
DB00176,DB01008,1
DB02489,DB04216,1
DB12466,DB01026,0
DB00918,DB06210,1
DB00814,DB01588,0
DB01176,DB12245,1
DB09229,DB00395,0
DB00454,DB01601,1
DB00425,DB12319,1
DB01136,DB01138,1
DB01544,DB13919,1
DB00465,DB12612,1
DB04898,DB01087,0
DB01044,DB01087,1
DB08907,DB00949,0
DB00960,DB00615,0
DB00601,DB04977,0
DB00482,DB00668,1
DB05246,DB11952,0
DB00518,DB11886,1
DB08827,DB08882,1
DB01337,DB09280,0
DB00454,DB00317,0
DB09128,DB11963,1
DB01259,DB06729,1
DB01114,DB00255,0
DB00208,DB11921,0
DB00472,DB01012,1
DB00476,DB08860,1
DB00337,DB12457,0
DB02187,DB09065,1
DB05219,DB00104,0
DB00528,DB00717,1
DB11619,DB11730,1
DB09071,DB01134,0
DB01245,DB00845,0
DB00201,DB06287,1
DB00699,DB01047,0
DB01764,DB02489,0
DB00549,DB12332,1
DB00396,DB01072,1
DB00297,DB01009,0
DB00309,DB01232,1
DB05541,DB06603,0
DB01037,DB01645,1
DB01013,DB12543,0
DB00238,DB00425,1
DB00448,DB00486,1
DB01609,DB04835,0
DB00738,DB01012,1
DB00891,DB01018,0
DB00248,DB08865,1
DB12513,DB00891,0
DB00356,DB11614,1
DB11613,DB00204,0
DB00675,DB04844,1
DB00343,DB00253,0
DB00927,DB06626,1
DB01590,DB05109,1
DB00675,DB09102,1
DB00757,DB00863,1
DB00796,DB06738,1
DB00307,DB01032,1
DB11753,DB00933,0
DB00358,DB11942,0
DB01181,DB08882,1
DB00904,DB01211,1
DB00679,DB12245,1
DB06789,DB00433,0
DB00864,DB05154,1
DB00799,DB00685,0
DB00496,DB01130,0
DB04552,DB12184,0
DB00753,DB01223,1
DB00169,DB01295,1
DB01087,DB08820,1
DB04839,DB09048,1
DB01601,DB06777,1
DB06218,DB11737,0
DB11886,DB09083,0
DB00503,DB12612,1
DB04938,DB05990,0
DB00270,DB06739,1
DB00661,DB00674,1
DB03575,DB00487,0
DB03783,DB09128,1
DB00496,DB00568,1
DB00574,DB01418,1
DB00936,DB12147,1
DB00394,DB06700,1
DB04977,DB00494,0
DB06603,DB01134,0
DB00621,DB01369,0
DB01263,DB06739,1
DB00700,DB04957,1
DB04572,DB00839,0
DB01029,DB04911,1
DB08827,DB00338,0
DB02187,DB08804,0
DB13783,DB09101,0
DB00696,DB01320,1
DB00933,DB09227,0
DB12267,DB04652,0
DB01134,DB11855,0
DB06401,DB01200,0
DB01035,DB00388,0
DB06756,DB06781,0
DB00568,DB01303,1
DB09291,DB09236,0
DB12005,DB04854,0
DB00827,DB00857,1
DB05219,DB01074,0
DB11855,DB01014,0
DB00199,DB00695,0
DB00409,DB00365,0
DB01268,DB12887,1
DB05246,DB01134,0
DB00924,DB01268,0
DB00574,DB00857,1
DB00655,DB11679,0
DB01087,DB04845,1
DB04977,DB00240,0
DB00672,DB08875,1
DB00253,DB09235,0
DB01100,DB09063,1
DB00434,DB06781,0
DB11619,DB04845,0
DB06756,DB00240,0
DB09389,DB00409,0
DB00220,DB01236,1
DB04574,DB04652,0
DB12161,DB12332,1
DB01396,DB06693,0
DB01074,DB09061,1
DB01074,DB09101,1
DB00317,DB00759,0
DB09239,DB01096,0
DB00674,DB08873,1
DB00586,DB00234,0
DB01018,DB00724,0
DB00495,DB06595,1
DB01041,DB12332,1
DB00374,DB02489,0
DB00865,DB00365,0
DB12713,DB01628,0
DB12582,DB06267,0
DB11986,DB06702,0
DB00796,DB01544,1
DB01174,DB11753,1
DB00861,DB11697,0
DB08875,DB01297,0
DB04840,DB09238,1
DB00696,DB11652,1
DB01588,DB05885,0
DB00482,DB00734,1
DB02789,DB00439,0
DB00988,DB00910,0
DB00568,DB06287,1
DB11791,DB01095,0
DB00818,DB03783,1
DB00731,DB00773,1
DB09183,DB00367,0
DB06817,DB00814,0
DB00361,DB04841,1
DB08896,DB00912,0
DB06729,DB00860,0
DB01355,DB04911,1
DB06739,DB11921,0
DB01166,DB01297,1
DB06789,DB13179,1
DB01384,DB12026,0
DB00486,DB00872,1
DB09053,DB09213,0
DB08804,DB08846,0
DB01357,DB08798,1
DB01621,DB01536,0
DB01067,DB11837,0
DB01357,DB01411,1
DB00266,DB09061,1
DB00608,DB01166,1
DB00518,DB04855,1
DB00363,DB09327,1
DB00382,DB01142,1
DB11943,DB06626,0
DB00395,DB00444,1
DB05885,DB04845,0
DB05814,DB00721,0
DB00672,DB06739,1
DB08811,DB08804,0
DB00338,DB00316,0
DB00253,DB04920,0
DB00978,DB00409,0
DB00599,DB01012,0
DB00590,DB01369,1
DB08804,DB00273,0
DB00465,DB00471,1
DB00243,DB11837,1
DB00845,DB01224,1
DB01176,DB06414,1
DB09166,DB00621,0
DB07615,DB11757,1
DB01132,DB09241,1
DB01283,DB12483,0
DB09389,DB00388,0
DB09049,DB01656,0
DB00496,DB01303,0
DB01211,DB08918,1
DB00322,DB00932,0
DB08798,DB00663,0
DB09099,DB00317,0
DB09030,DB01245,0
DB00857,DB08439,1
DB01064,DB09048,0
DB01411,DB04854,0
DB00946,DB01050,1
DB00951,DB09143,1
DB01217,DB01380,0
DB00309,DB04832,1
DB00266,DB04841,1
DB09274,DB01181,0
DB00238,DB00476,1
DB00574,DB01410,1
DB01134,DB00593,0
DB06237,DB06729,1
DB04854,DB12141,0
DB00191,DB00952,1
DB11921,DB09061,0
DB00678,DB00976,1
DB00906,DB01264,1
DB06210,DB12713,1
DB01166,DB04889,1
DB01100,DB09238,1
DB11672,DB13179,1
DB11614,DB05814,0
DB11672,DB01129,0
DB01175,DB01211,1
DB04076,DB09185,1
DB06781,DB12674,0
DB06777,DB01410,0
DB00796,DB01601,1
DB00661,DB00714,1
DB00557,DB06335,1
DB01041,DB09195,0
DB00163,DB01412,0
DB00862,DB01411,1
DB00327,DB12245,1
DB00363,DB04557,1
DB00238,DB01355,1
DB08933,DB00787,0
DB06700,DB12267,1
DB00734,DB01214,0
DB00412,DB08995,1
DB00472,DB04975,1
DB01223,DB04825,0
DB01012,DB00588,0
DB00759,DB01264,1
DB13003,DB09083,0
DB00532,DB12371,1
DB06401,DB00843,0
DB04884,DB04838,0
DB01132,DB05294,0
DB00737,DB04840,1
DB01400,DB02134,0
DB00266,DB00501,1
DB00409,DB00250,0
DB00845,DB01211,1
DB00213,DB11823,1
DB01319,DB11619,0
DB00553,DB12245,1
DB04356,DB11679,0
DB00865,DB11581,1
DB00209,DB00724,0
DB01165,DB11963,0
DB00194,DB00495,0
DB00378,DB00675,0
DB02489,DB05990,1
DB04957,DB06595,1
DB00445,DB06654,0
DB00316,DB01264,1
DB06268,DB08882,1
DB04574,DB01208,0
DB01047,DB00998,0
DB01406,DB00827,0
DB01044,DB04889,1
DB00906,DB09073,0
DB00279,DB00947,0
DB00749,DB06817,0
DB01224,DB12245,1
DB00749,DB12141,0
DB04557,DB09061,1
DB00575,DB08901,1
DB01873,DB00927,0
DB01076,DB01234,1
DB01194,DB09235,0
DB06738,DB12466,1
DB09185,DB09297,1
DB01588,DB04070,0
DB00946,DB12026,1
DB13158,DB03515,0
DB00945,DB01685,1
DB08807,DB01098,0
DB11679,DB13783,0
DB00533,DB12332,1
DB12301,DB04871,0
DB00496,DB01595,0
DB04794,DB08827,1
DB01223,DB06626,1
DB13874,DB05885,0
DB04938,DB08931,0
DB00949,DB00976,1
DB04630,DB00590,0
DB09034,DB01708,0
DB06292,DB00897,0
DB00250,DB06803,1
DB00953,DB00347,0
DB01295,DB00906,0
DB00978,DB13874,1
DB01591,DB01559,0
DB00248,DB12267,0
DB09288,DB11963,1
DB00338,DB00675,1
DB00346,DB00588,1
DB05990,DB09049,0
DB09299,DB00378,0
DB08931,DB00266,0
DB08922,DB11652,1
DB09204,DB00773,0
DB07615,DB06144,0
DB00580,DB11837,0
DB00549,DB00586,1
DB01065,DB01036,0
DB01412,DB00209,0
DB01079,DB06626,1
DB00845,DB01395,1
DB01233,DB00973,0
DB01039,DB01403,0
DB00846,DB01275,0
DB00764,DB09185,1
DB00188,DB09039,1
DB01087,DB12245,1
DB08816,DB08873,1
DB00297,DB01072,1
DB12543,DB06774,0
DB00983,DB00759,0
DB00307,DB06725,1
DB04844,DB05271,1
DB00973,DB01558,0
DB00575,DB08816,1
DB08873,DB11586,1
DB01409,DB09241,1
DB00213,DB04855,1
DB00599,DB06412,0
DB01100,DB01412,1
DB00863,DB00621,0
DB09389,DB08815,0
DB11942,DB09099,0
DB04838,DB00810,0
DB09143,DB00628,0
DB01259,DB12597,1
DB01583,DB03515,0
DB08798,DB01412,0
DB06693,DB00683,0
DB00169,DB00238,1
DB01044,DB01628,1
DB00759,DB05990,0
DB01283,DB06636,1
DB01026,DB00209,0
DB00976,DB01103,1
DB09185,DB11574,1
DB00382,DB09101,0
DB00951,DB04845,1
DB00188,DB01254,1
DB00204,DB01173,1
DB00674,DB01590,1
DB08933,DB00586,0
DB00277,DB01193,1
DB01181,DB04557,1
DB00266,DB09238,1
DB01086,DB06636,1
DB00173,DB00947,1
DB11921,DB01412,0
DB00180,DB01167,1
DB00792,DB00204,0
DB00851,DB12245,1
DB12713,DB00998,0
DB00998,DB01667,1
DB01079,DB08912,1
DB01065,DB01667,1
DB00668,DB12245,1
DB01264,DB04846,1
DB08860,DB00993,0
DB01587,DB13179,1
DB00705,DB11672,1
DB08439,DB06693,0
DB00370,DB00932,1
DB00608,DB00629,0
DB00568,DB00288,0
DB11613,DB11921,0
DB06268,DB00711,0
DB06678,DB01396,0
DB00379,DB01104,1
DB00531,DB01114,1
DB01035,DB06144,1
DB01248,DB11689,1
DB00494,DB04846,1
DB00896,DB00983,0
DB00351,DB05239,0
DB00730,DB00776,0
DB01079,DB09224,1
DB00914,DB01628,1
DB00333,DB00118,0
DB11753,DB00861,0
DB01357,DB04884,0
DB00382,DB04871,1
DB01232,DB08910,1
DB00347,DB01167,1
DB11751,DB01069,0
DB04356,DB09239,0
DB01129,DB00959,0
DB01223,DB00465,0
DB00191,DB00563,0
DB01590,DB01667,1
DB04896,DB09063,1
DB00384,DB06626,1
DB01008,DB08815,0
DB01411,DB08867,0
DB01047,DB00489,0
DB06626,DB06741,0
DB04854,DB00687,0
DB00392,DB00818,0
DB00343,DB06512,1
DB00642,DB02134,1
DB01094,DB09273,1
DB00499,DB11689,1
DB01412,DB01171,0
DB00843,DB11712,0
DB00477,DB12332,1
DB00186,DB06605,0
DB00316,DB00993,1
DB00471,DB06730,0
DB00623,DB00675,1
DB00216,DB00910,0
DB01200,DB11560,0
DB01067,DB13919,1
DB00571,DB00934,1
DB00910,DB01181,0
DB08903,DB09123,0
DB09013,DB04896,0
DB00799,DB00228,0
DB00674,DB11730,1
DB00264,DB00857,1
DB00477,DB01195,1
DB00250,DB00590,1
DB01072,DB13003,1
DB00685,DB11689,1
DB00580,DB09063,1
DB00443,DB06712,1
DB04828,DB00496,0
DB06700,DB08820,1
DB04844,DB00352,0
DB00322,DB00539,0
DB00758,DB09048,1
DB00627,DB01152,0
DB00752,DB04841,1
DB02134,DB06605,0
DB04884,DB12874,0
DB01233,DB01764,0
DB00836,DB00315,0
DB00454,DB01406,1
DB00947,DB06148,0
DB11581,DB00953,0
DB00622,DB01355,1
DB00586,DB00862,1
DB00851,DB08798,0
DB09237,DB11886,0
DB04832,DB04938,1
DB06654,DB13179,1
DB05109,DB09183,1
DB00997,DB04829,1
DB00422,DB12941,0
DB00734,DB01103,1
DB06817,DB11967,0
DB00185,DB00850,1
DB09102,DB00849,0
DB00700,DB09227,1
DB00627,DB00933,1
DB00216,DB11652,1
DB11943,DB01337,0
DB00412,DB00705,1
DB06678,DB06789,0
DB00530,DB11952,1
DB00379,DB04975,1
DB00279,DB01075,0
DB00563,DB04794,1
DB01254,DB01268,1
DB00316,DB01214,0
DB00205,DB08816,0
DB00622,DB11581,1
DB00188,DB01087,1
DB00180,DB01096,0
DB09061,DB13179,1
DB00201,DB01303,1
DB00805,DB00104,0
DB09185,DB11901,1
DB04839,DB01253,0
DB01167,DB00315,0
DB05885,DB09237,0
DB00956,DB04846,0
DB11682,DB09030,0
DB00315,DB11921,0
DB00543,DB01274,1
DB01380,DB00184,0
DB00187,DB01173,1
DB01086,DB00672,0
DB00549,DB01129,1
DB01411,DB11672,1
DB00622,DB01211,1
DB02489,DB01357,0
DB01096,DB00752,0
DB00409,DB01242,1
DB00250,DB00586,1
DB00472,DB09079,1
DB00448,DB01035,1
DB00322,DB00674,0
DB01130,DB00264,0
DB00343,DB00402,1
DB00496,DB08907,0
DB01295,DB06603,1
DB06636,DB09185,1
DB00454,DB09063,1
DB06636,DB09195,1
DB12026,DB12245,1
DB00907,DB09183,1
DB01039,DB03496,0
DB11828,DB01253,0
DB06702,DB00959,0
DB00571,DB04652,0
DB12267,DB04838,0
DB00471,DB08922,1
DB00757,DB01012,1
DB11995,DB08846,0
DB13158,DB12301,0
DB00279,DB09013,0
DB01195,DB00546,0
DB00193,DB01193,1
DB08882,DB11693,1
DB00896,DB01233,0
DB00788,DB00843,1
DB03756,DB00563,0
DB01012,DB01367,1
DB00194,DB04896,0
DB04871,DB11718,1
DB01192,DB00861,0
DB00599,DB11967,1
DB00969,DB05039,0
DB06626,DB01403,0
DB00338,DB11967,1
DB00304,DB04855,1
DB01708,DB00973,0
DB00589,DB04574,0
DB06774,DB00266,0
DB01195,DB09065,1
DB00297,DB01026,1
DB00277,DB11963,1
DB01248,DB08873,1
DB09039,DB00820,0
DB00343,DB00860,1
DB04652,DB00589,0
DB01601,DB13919,1
DB00827,DB00813,0
DB01656,DB11963,1
DB00317,DB01577,1
DB00751,DB01190,0
DB09291,DB01248,0
DB00656,DB09185,1
DB00966,DB09061,1
DB00845,DB04630,0
DB00487,DB02709,0
DB01418,DB09225,1
DB09227,DB11693,1
DB00448,DB00818,1
DB03756,DB11855,0
DB00731,DB12693,1
DB01587,DB06267,0
DB00224,DB00708,1
DB01059,DB01238,1
DB01134,DB11817,0
DB01131,DB00687,0
DB08922,DB05708,0
DB00352,DB01137,0
DB11574,DB01193,0
DB00443,DB00906,0
DB02703,DB04871,1
DB09124,DB00817,0
DB01252,DB00545,0
DB06803,DB00224,0
DB09013,DB01590,0
DB00622,DB12978,1
DB04889,DB11753,1
DB00622,DB08816,1
DB00699,DB11963,1
DB00788,DB13879,1
DB06419,DB09229,0
DB00549,DB01037,1
DB09143,DB00674,0
DB01268,DB06626,1
DB02789,DB00273,0
DB12319,DB03515,0
DB00543,DB11574,0
DB01098,DB09013,0
DB00277,DB00352,0
DB01167,DB04572,1
DB00839,DB00862,1
DB08815,DB01103,0
DB06738,DB12161,0
DB01406,DB13874,1
DB00773,DB04356,1
DB01012,DB01628,1
DB00737,DB01410,1
DB01283,DB09198,1
DB00841,DB00395,0
DB01656,DB05239,1
DB01275,DB00927,0
DB00187,DB00233,0
DB00289,DB04889,1
DB12597,DB00734,0
DB01062,DB01103,1
DB00476,DB01098,1
DB00700,DB13878,0
DB11679,DB00779,0
DB00752,DB09048,1
DB00543,DB01232,1
DB00973,DB00185,0
DB00205,DB09030,0
DB00250,DB00969,1
DB00204,DB01087,1
DB00705,DB01118,1
DB05239,DB00395,0
DB02789,DB00952,0
DB00778,DB01396,1
DB01587,DB00568,0
DB00437,DB00776,0
DB00642,DB01136,1
DB00568,DB01069,1
DB01068,DB01601,1
DB01067,DB12874,1
DB08910,DB12887,1
DB01072,DB01136,1
DB01018,DB00834,0
DB00361,DB00377,1
DB01100,DB12332,1
DB00589,DB09330,0
DB00353,DB04825,0
DB00224,DB01134,1
DB00496,DB09555,1
DB09225,DB00563,0
DB00233,DB00642,0
DB08901,DB09327,0
DB11712,DB00997,0
DB09555,DB12267,0
DB00862,DB12218,0
DB12001,DB01576,0
DB00655,DB06144,0
DB01396,DB00642,0
DB00496,DB01238,1
DB08846,DB00580,0
DB00570,DB01167,1
DB11828,DB00911,0
DB06335,DB09099,0
DB00205,DB00714,1
DB06401,DB01041,0
DB02789,DB04832,1
DB00532,DB01067,1
DB00335,DB09290,0
DB03783,DB09195,1
DB01096,DB04844,1
DB01588,DB05812,0
DB00714,DB11652,1
DB08875,DB01058,0
DB00338,DB00469,0
DB00736,DB00580,0
DB01259,DB12301,1
DB09555,DB01873,0
DB04896,DB08895,1
DB09227,DB12010,1
DB00309,DB01026,1
DB08867,DB01238,0
DB00608,DB00933,1
DB00802,DB09185,1
DB01114,DB09185,1
DB03496,DB01412,0
DB00224,DB09213,1
DB01026,DB01412,1
DB00227,DB09030,1
DB02187,DB11652,1
DB08933,DB00726,0
DB00678,DB11886,1
DB01126,DB06605,1
DB00363,DB11967,1
DB00279,DB00924,0
DB03496,DB04557,0
DB12245,DB04835,0
DB11942,DB00477,0
DB00574,DB12267,0
DB01245,DB00857,0
DB00759,DB00392,0
DB00850,DB11574,0
DB00475,DB09065,0
DB01283,DB04920,1
DB11613,DB00409,0
DB00734,DB02703,1
DB00322,DB00712,1
DB06605,DB01233,0
DB00862,DB04794,1
DB00969,DB04856,1
DB00629,DB06738,0
DB06730,DB00204,0
DB01536,DB06401,0
DB04896,DB13879,0
DB01012,DB01274,1
DB00455,DB01217,1
DB04665,DB09273,0
DB11915,DB01645,0
DB01058,DB05246,1
DB00394,DB00434,0
DB00454,DB04572,1
DB12471,DB00401,0
DB00304,DB08896,1
DB01138,DB13179,1
DB01026,DB01094,1
DB08873,DB11613,1
DB09273,DB09079,0
DB01131,DB01193,1
DB00588,DB01054,1
DB06605,DB12161,1
DB12218,DB00193,0
DB04844,DB09039,1
DB09225,DB06292,0
DB04572,DB00471,0
DB00983,DB01242,1
DB00972,DB11679,1
DB09198,DB11967,1
DB00946,DB00384,0
DB00819,DB13158,0
DB06781,DB00806,0
DB00343,DB00531,1
DB06712,DB08827,1
DB00337,DB00487,0
DB00866,DB09195,1
DB00352,DB03756,0
DB00589,DB09143,0
DB00334,DB09183,1
DB00951,DB01392,1
DB01558,DB01708,0
DB11574,DB09204,0
DB00277,DB00434,0
DB11712,DB01168,0
DB00220,DB09330,1
DB01126,DB04574,0
DB00679,DB01036,1
DB04665,DB00700,0
DB00414,DB09280,1
DB11921,DB01075,0
DB06781,DB00322,0
DB00678,DB06741,0
DB01167,DB11575,1
DB00195,DB00764,0
DB00694,DB04552,0
DB00752,DB00255,0
DB00370,DB05219,0
DB12020,DB06725,0
DB00740,DB09235,0
DB01536,DB02703,1
DB06777,DB00469,0
DB00744,DB09290,1
DB00951,DB08901,1
DB06203,DB09227,1
DB01577,DB09061,1
DB01645,DB11672,1
DB00969,DB12466,0
DB00661,DB09061,1
DB00496,DB00422,0
DB04844,DB08807,1
DB00591,DB00831,0
DB00309,DB08931,0
DB00412,DB06218,1
DB00927,DB04574,1
DB08868,DB00201,0
DB00623,DB04889,1
DB00503,DB09213,1
DB00802,DB01254,1
DB06335,DB11652,1
DB01254,DB09079,1
DB01176,DB00792,0
DB00553,DB00484,0
DB09232,DB00619,0
DB12329,DB00570,0
DB01064,DB06695,0
DB00445,DB05708,0
DB00476,DB01058,0
DB00972,DB00338,0
DB00912,DB11995,0
DB01079,DB12513,0
DB00908,DB08922,1
DB00575,DB02489,1
DB00367,DB00696,1
DB00603,DB00891,0
DB11691,DB00261,0
DB00906,DB01026,1
DB01337,DB00582,0
DB04557,DB00224,0
DB00118,DB00412,1
DB00277,DB00489,1
DB00956,DB01590,1
DB00253,DB01275,0
DB00220,DB11952,1
DB00696,DB06603,1
DB00672,DB01544,1
DB11693,DB01014,0
DB00224,DB01076,1
DB00953,DB09290,0
DB00252,DB00699,1
DB00831,DB00337,0
DB01410,DB11691,0
DB00248,DB00330,1
DB00734,DB00857,1
DB00933,DB11979,1
DB00736,DB04832,1
DB04854,DB01411,0
DB01406,DB09061,1
